URL                                                                                                                         , Product title                                                                   , Product description                                                             , Need/preference, Alternate product recommendation, Flavour                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Sizes                    , Breed sizes                             , Lifestage             , Food form, Key benefits                                           , Recommended for                                                                                                                                                                  , Not recommended for                                                                                                                                                                  , Ingredients                                                                                                                   , Helpful tips                                                                                                               , Nutrition and caloric content
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-adult-perfect-weight-mini-with-chicken-dry                       , Perfect Weight Adult Small & Mini Breed Dry Dog Food with Chicken               , Perfect Weight Adult Small & Mini Breed Dry Dog Food with Chicken               ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "1.5kg, 6kg"             , Small Breed                             , "Adult, Senior"       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, "Adult dogs 1+ years of age that weigh up to 10kg when full grown and require fewer calories (i.e. dogs that are less active, neutered or otherwise prone to weight gain)"       , "Puppies, pregnant or nursing dogs. During pregnancy or nursing, dogs should be switched toHill's Science PlanSmall & Mini Puppy food."                                              , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-id-low-fat-dry                                              , i/d Low Fat Dog Food                                                            , i/d Low Fat Dog Food                                                            ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "1.5kg, 4kg, 12kg"       , "Small Breed, Medium Breed, Large Breed", Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-mature-adult-7-plus-small-and-miniature-dry                      , Mature Adult Small & Mini Breed Dry Dog Food with Chicken                       , Mature Adult Small & Mini Breed Dry Dog Food with Chicken                       ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "1.5kg, 3kg, 6kg"        , Small Breed                             , Senior                , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Mature Adult dogs 7+ years of age that weigh up to 10kg when full grown.                                                                                                         , "Puppies, or adult dogs"                                                                                                                                                             , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-rd-canned                                                   , r/d Weight Reduction Dog Food                                                   , r/d Weight Reduction Dog Food                                                   ,                ,                                 , Original                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 350g                     , "Small Breed, Medium Breed, Large Breed", "Adult, Senior"       , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/ve-canine-vetessentials-puppy-dry                                                       , Multi-Benefit Puppy Medium Dry Food                                             , Multi-Benefit Puppy Medium Dry Food                                             ,                ,                                 , "Additional Info:At Hill's, we study pets' biology to understand how nutrition impacts their health.EachHill's VET ESSENTIALSMULTI-BENEFITnutrition is uniquely formulated to proactively help support your pet's healthy future and is available exclusively from your veterinarian. High quality nutrition, along with regular exercise and veterinary check-ups, maximizes your pet's potential for a happy, healthy future.Made in Europe with global ingredients you can trust.Not Artificially Preserved. No Synthetic Colours. No Artificial s.We manufacture our pet foods with the highest quality ingredients. These ingredients must meet our strict requirements for purity and nutrient content.You can make a difference in the lives of shelter pets. We are proud to have helped 12 Million shelter pets worldwide to find their forever home - and counting. Learn more atwww.hillspet.co.uk/shelter-program.100% Satisfaction Guarantee We're confident your pet will enjoyHill's VET ESSENTIALSfoods. We're so confident that we offer a 100% money-back guarantee.*"           , "700g, 2kg, 8kg"         , "Medium Breed, Large Breed"             , Puppy/pregnant/nursing, Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Puppies up to 1 year old and pregnant or nursing dogs.                                                                                                                           , "Adult dogs, Adult 7+ dogs, obese or obese-prone dogs."                                                                                                                              , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-cd-multicare-canned                                         , c/d Multicare Wet Dog Food                                                      , c/d Multicare Wet Dog Food                                                      ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 370g                     , "Small Breed, Medium Breed, Large Breed", Adult                 , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-adult-small-and-miniature-chicken-turkey-dry                     , Adult Small & Mini Breed Dry Dog Food with Chicken                              , Adult Small & Mini Breed Dry Dog Food with Chicken                              ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "1.5kg, 3kg, 6kg"        , Small Breed                             , Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Adult dogs 1 - 6 years of age that weigh up to 10 kg when full grown.                                                                                                            , "Puppies, or mature adult dogs ( > 6 years of age). Pregnant or nursing dogs. During pregnancy or nursing, dogs should be switched toHill's Science PlanSmall & Mini Puppy food."    , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-adult-medium-savoury-chicken-canned                              , Adult Wet Dog Food with Chicken                                                 , Adult Wet Dog Food with Chicken                                                 ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 370g                     , "Small Breed, Medium Breed, Large Breed", Adult                 , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Adult dogs 1 - 6 years of age.                                                                                                                                                   ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-zd-mini-original-dry                                        , z/d Mini Food Sensitivities Dry Dog Food Original Bag                           , z/d Mini Food Sensitivities Dry Dog Food Original Bag                           ,                ,                                 , Original                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "1kg, 6kg"               , Small Breed                             , Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-id-sensitive-dry                                            , i/d Sensitive Dog Food                                                          , i/d Sensitive Dog Food                                                          ,                ,                                 , with Egg & Rice                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , "1.5kg, 4kg, 12kg"       , "Small Breed, Medium Breed, Large Breed", "Adult, Senior"       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-id-turkey-canned                                            , i/d Digestive Care Wet Dog Food with Turkey Can                                 , i/d Digestive Care Wet Dog Food with Turkey Can                                 ,                ,                                 , with Turkey                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , "200g, 360g"             , "Small Breed, Medium Breed, Large Breed", Adult                 , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-id-low-fat-canned                                           , i/d Low Fat Digestive Care Wet Dog Food Original Can                            , i/d Low Fat Digestive Care Wet Dog Food Original Can                            ,                ,                                 , Original                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "200g, 360g"             , "Small Breed, Medium Breed, Large Breed", Adult                 , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-metabolic-original-canned                                   , Metabolic Weight Loss & Maintenance Wet Dog Food with Chicken Can               , Metabolic Weight Loss & Maintenance Wet Dog Food with Chicken Can               ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "200g, 370g"             , "Small Breed, Medium Breed, Large Breed", Adult                 , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-mature-adult-7-plus-mini-light-with-chicken-dry                  , Light Mature Adult Small & Mini Mini Breed Dry Dog Food with Chicken            , Light Mature Adult Small & Mini Mini Breed Dry Dog Food with Chicken            ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 2.5kg                    , Small Breed                             , Senior                , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, "Mature Adult dogs 7+ years of age that weigh up to 10kg when full grown and require fewer calories (i.e. dogs that are less active, neutered or otherwise prone to weight gain)", "Puppies, or adult dogs"                                                                                                                                                             , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-kd-plus-mobility-original-dry                               , k/d + Mobility Dog Food                                                         , k/d + Mobility Dog Food                                                         ,                ,                                 , Original                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "4kg, 12kg"              , "Small Breed, Medium Breed, Large Breed", "Adult, Senior"       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-adult-perfect-weight-medium-dry                                  , Perfect Weight Adult Medium Breed Dry Dog Food with Chicken                     , Perfect Weight Adult Medium Breed Dry Dog Food with Chicken                     ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "2kg, 12kg"              , Medium Breed                            , "Adult, Senior"       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, "Adult dogs 1+ years of age that require fewer calories (i.e. dogs that are less active, neutered or otherwise prone to weight gain)."                                           , "Puppies, pregnant or nursing dogs. During pregnancy or nursing, dogs should be switched toHill's Science PlanPuppy food."                                                           , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-adult-healthy-mobility-medium-with-chicken-dry                   , Healthy Mobility Adult Medium Breed Dry Dog Food with Chicken                   , Healthy Mobility Adult Medium Breed Dry Dog Food with Chicken                   ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "2.5kg, 14kg"            , Medium Breed                            , Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Adult dogs 1+ years of age.                                                                                                                                                      ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-wd-canned                                                   , w/d Wet Dog Food with Chicken                                                   , w/d Wet Dog Food with Chicken                                                   ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 370g                     , "Small Breed, Medium Breed, Large Breed", Adult                 , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/ve-canine-vetessentials-senior-mature-adult-medium-large-dog-food-chicken-dry           , Multi-Benefit + Senior Health Mature Adult Medium & Large Dry Dog Food          , Multi-Benefit + Senior Health Mature Adult Medium & Large Dry Dog Food          ,                ,                                 , "Additional Info:At Hill's, we study pets' biology to understand how nutrition impacts their health. EachHill's Vet EssentialsMulti-Benefitnutrition is uniquely formulated to proactively help support your pet's healthier future and is available exclusively through your veterinarian. High-quality nutrition, along with regular exercise and veterinary checkups, maximises your pet's potential for a happy, healthy future. Made in Europe with global ingredients you can trust. Not Artificially Preserved. No Synthetic Colours. No Artificial s. We manufacture our pet foods with the highest quality ingredients. These ingredients must meet our strict requirements for purity and nutrient content. You can make a difference in the lives of shelter pets. We are proud to have helped 12 million shelter pets worldwide to find their forever home - and counting. Learn more at www.hillspet.co.uk/shelter-program. 100% Satisfaction Guarantee we're confident your pet will enjoyHill's VET ESSENTIALSfoods. We're so confident that we offer a 100% money-back guarantee.*", 10kg                     , Medium Breed                            ,                       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Medium and Large breed mature adult dogs 7 years and older.                                                                                                                      ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-ud-canned                                                   , u/d Wet Dog Food Original                                                       , u/d Wet Dog Food Original                                                       ,                ,                                 , Original                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 370g                     , "Small Breed, Medium Breed, Large Breed", "Adult, Senior"       , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-wd-chicken-dry                                              , w/d Dry Dog Food with Chicken                                                   , w/d Dry Dog Food with Chicken                                                   ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "1.5kg, 4kg, 10kg"       , "Small Breed, Medium Breed, Large Breed", "Adult, Senior"       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
